,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,Country,State,RankPercentage,Ancient Ruins,Architectural Buildings,Arenas & Stadiums,Art Galleries,Art Museums,Auto Race Tracks,Ballets,Battlefields,Biking Trails,Bodies of Water,Bridges,Castles,Cemeteries,Children's Museums,City Tours,Classes & Workshops,Coffeehouses,Concerts & Shows,Cultural Tours,Educational sites,Factory Tours,Flea & Street Markets,Food & Drink,Fun & Games,Gardens,Geologic Formations,Gift & Specialty Shops,Government Buildings,Historic Sites,Historic Walking Areas,Historical & Heritage Tours,History Museums,Islands,Lessons & Workshops,Libraries,Lighthouses,"Literary, Art & Music Tours",Lookouts,Military Bases & Facilities,Military Museums,Mines,Monuments & Statues,Movie Theaters,Museums,National Parks,Natural History Museums,Nature & Parks,Nature & Wildlife Areas,Neighborhoods,Night Tours,Nightlife,Observation Decks & Towers,Observatories & Planetariums,Other Fun & Games,Other Outdoor Activities,Outdoor Activities,Piers & Boardwalks,Playgrounds,Points of Interest & Landmarks,Private Tours,Sacred & Religious Sites,Scenic Railroads,Scenic Walking Areas,Science Museums,Self-Guided Tours & Rentals,Ships,Shopping,Sights & Landmarks,Specialty Museums,Sports Complexes,State Parks,Theaters,Tours,Tramways,Transportation,Traveler Resources,Valleys,Visitor Centers,Volcanos,Walking Tours,Wineries & Vineyards,Zipline & Aerial Adventure Parks,Zoos & Aquariums,on display,gift shop,rainy day,couple of hours,all ages,special exhibits,few hours,two hours,exhibits,well worth a visit,permanent collection,worth a visit,free admission,audio guide,beautiful building,great collection,information,interesting exhibits,entrance fee,great for kids,interactive exhibits,hands on activities,great exhibits,great place to visit,interactive displays,guided tour,well worth the visit,whole family,kids and adults,traveling exhibits,his life,local history,amazing collection,free entry,worth the trip,great history,civil war,take your time,nice collection,interesting place,great museum,for sale,art lovers,artifacts,van gogh,audio tour,history,galleries,works of art,natural history,self guided tour,private collection,own pace,sculpture garden,moving experience,three hours,lots of history,modern art,history buff,admission,small museum,step back in time,worth a stop,short film,stuffed animals,walk around,entry fee,great displays,world war,scavenger hunt,across the street,museums,top floor,a lot of fun,history lesson,large collection,eye opening,american history,interesting artifacts,early days,rotating exhibits,extensive collection,three floors,we spent hours,displays,changing exhibits,second floor,collection,old masters,great place to learn,learn something,special exhibitions,suggested donation,old west,chronological order,enjoyed our visit,take pictures,third floor,the lower level,life size,Families_Count,Couples_Count,Solo_Count,Business_Count,Friends_Count,PreciseRating,quote_pol_var,quote_pol_mean,quote_pol_max,quote_pol_min,quote_sub_var,quote_sub_mean,quote_sub_max,quote_sub_min,review_pol_var,review_pol_mean,review_pol_max,review_pol_min,review_sub_var,review_sub_mean,review_sub_max,review_sub_min,descri_pol,descri_sub
25,"79th Street and Central Park West, New York City, NY 10024","Interactive, modernized exhibits and an IMAX theater help bring this museum, dedicated to understanding the past, into the 21st century.",11,Yes ,-73.9717106,40.7820454,More than 3 hours ,American Museum of Natural History,212-769-5100,32,4.5,13992,1028,USA,WA,3.112840467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2494,1844,368,69,751,4.252946249,0.12260227,0.237750842,1,-0.15,0.109247934,0.362535728,1,0,0.072283686,0.283070898,0.85,-0.08,0.029651495,0.518176483,0.866666667,0.3,-0.125,0.125
30,"5700 S. Lake Shore Drive, Chicago, IL 60637-2093","The largest science museum in the Western Hemisphere! Housed in the only remaining building from the 1893 Worlds Fair, MSI is a Chicago must-see. Youll experience 14 acres of hands-on exhibits and have the chance to stand before a 40-foot tornado; climb aboard a World War II German submarine; take a run in a human-sized hamster wheel; descend into an Illinois coal mine; tour a fully functioning eco-friendly home; board a 727 hanging from the ceiling; transmit your pulse to a 13-foot, 3-D beating heart; and much more! MSI is not a place where you walk around quietly and observe. No way! You get involved in the funand learnby doing. Just a few miles from downtown with convenient underground parking.",3,Yes ,-87.5830586,41.7906088,More than 3 hours ,Museum of Science and Industry,773-684-1414,6,4.5,6867,614,USA,NV,0.977198697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,487,117,21,11,63,3.733887734,0.197491442,0.312826118,1,-0.75,0.102102191,0.503903319,1,0,0.039671376,0.258036905,0.645,-0.24,0.012816407,0.499805831,0.709375,0.28,0.160714286,0.404761905
31,"1 E. 70th St., Fifth Ave., New York City, NY 10021-4994","Henry Frick once resided in this 18th-century French-style mansion; now its the home of his impressive art collection, which includes Titian, Vermeer, Rembrandt, El Greco, Goya, Whistler and more. ",3,,-73.966075,40.7737839,,Frick Collection,212-288-0700,10,4.5,6746,1028,USA,NY,0.972762646,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,832,1778,584,182,1047,4.769589734,0.115928131,0.273015873,1,-0.208333333,0.130755379,0.411825397,1,0,0.01248129,0.345160083,0.497727273,0.15,0.024182356,0.585716171,1,0.3875,0.75,0.75
32,"1750 Radford Blvd, NAS Pensacola, Pensacola, FL 32508-5400","Experience the magic of flight at the National Naval Aviation Museum! See over 4,000 artifacts and 150 aircraft representing Navy, Marine Corps and Coast Guard Aviation. Ride the flight simulators or catch all the drama and power of amazing IMAX films. Dine in the authentic Cubi Bar Cafe and take home the spirit of Naval Aviation with a unique memento from the Flight Deck Store. Spend a cool day inside the Museum and experience Hands-on-History! New Naval Air Station Entrance: All visitors to the National Naval Aviation Museum, Fort Barrancas and Pensacola Lighthouse who do not possess a Department of Defense identification card or are unescorted by the holder of a Department of Defense identification card, will be required to enter the installation via the West Gate located off Blue Angel Parkway.",0,,-87.2866995,30.355867,More than 3 hours ,National Naval Aviation Museum,18003275002,1,5,4057,103,USA,SD,0.970873786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,982,168,51,414,4.915671831,0.187705556,0.223333333,1,-0.8,0.084465501,0.352962963,1,0,0.024609456,0.38519721,0.666666667,0.1,0.023295411,0.539826239,0.7,0.2,0.381980519,0.693506494
33,"350 E 3rd St, Port of Dubuque, Dubuque, IA 52001-2302","The National Mississippi River Museum & Aquarium features the culture, creatures and history of our the Mississippi and all our nation's rivers through dynamic exhibits and twelve large aquariums housed in two main centers. The impressive 14-acre riverfront campus includes a connecting plaza, a 3D/4D theater, boatyard, on-site dining options, and more! DIVE IN for a visit to the Museum & Aquarium, where fun & learning flow together!",0,,-90.661378,42.496887,2-3 hours ,National Mississippi River Museum & Aquarium,+1 800-226-3369,2,4.5,1036,62,USA,AZ,3.225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,291,30,18,73,4.533333333,0.150641802,0.354777778,1,0,0.153579951,0.446888889,1,0,0.020398711,0.245351605,0.495833333,-0.021428571,0.026835348,0.468516488,0.731481481,0.125,0.396825397,0.438095238
34,"63 W Chocolate Ave, Hershey, PA 17033-1502","Hershey starts here! How did Milton Hershey go from bankruptcy to brilliance, transforming chocolate from a luxury to an everyday treat? How did he invent a community? Why did he give away his fortune? That's the Hershey story. Enjoy a 45-minute, hands on class in the Chocolate Lab and sample warm drinking chocolate from around the world at Tastings. Grab a delicious treat from the Pantry Caf and find a unique assortment of keepsakes and chocolate at Museum Shop.",0,,-76.6521299,40.2852523,,The Hershey Story,+1 717-534-8939,4,4.5,1127,32,USA,FL,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,267,24,20,92,4.342034203,0.107217636,0.330611111,0.875,-0.1125,0.143489802,0.421777778,1,0,0.025876594,0.409378006,0.733333333,0.216666667,0.045742983,0.638391655,1,0.32,0.435,0.74
35,"2600 Benjamin Franklin Pkwy, Philadelphia, PA 19130-2399","As one of the largest museums in the United States, the Philadelphia Museum of Art invites visitors from around the world to explore its renowned collections, acclaimed special exhibitions, and enriching programs, both in person and online. Rising majestically at the end of the Benjamin Franklin Parkway, the Philadelphia Museum of Art stands as one of the great art institutions of the world. In the over 125 years since its founding, it has grown far beyond the limits originally set for it. Today, the Museum houses over 225,000 works of art encompassing some of the greatest achievements of human creativity, and offers a wealth of exhibitions and educational programs for a public of all ages.",7,Yes ,-75.1811616,39.9658015,1-2 hours ,Philadelphia Museum of Art,12157638100,1,4.5,4713,423,USA,TX,0.236406619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,1119,383,193,733,4.700657094,0.156189333,0.302,1,0,0.147288889,0.293333333,1,0,0.024534241,0.317538781,0.6125,0,0.048143301,0.468754509,0.825,0,0.331349206,0.498677249
36,"5401 Bay Shore Rd, Sarasota, FL 34243-2161","The Ringling is located in Sarasota, Florida and preserves the legacy of John and Mable Ringling. It is home to a Museum of Art, the historic Ca' d'Zan Mansion, Bayfront Gardens, an Art Library, the Circus Museums and the Historic Asolo Theater.",2,,-82.5645578,27.382924,,The Ringling,+1 941-359-5700,1,4.5,4450,131,USA,TN,0.763358779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,902,1468,161,52,855,4.694326241,0.106393056,0.335833333,1,-0.05,0.121468056,0.424166667,1,0,0.013369326,0.401689865,0.633333333,0.266666667,0.013019021,0.630179516,0.735714286,0.4,0,0
37,"1549 El Prado, San Diego, CA 92101-1660","One of the most popular urban parks in the United States, this bucolic paradise is packed with an array of attractions, including the world-famous San Diego Zoo.",3,No ,-117.1495479,32.7311048,More than 3 hours ,Balboa Park,619-239-0512,3,4.5,7453,408,USA,CA,0.735294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637,1970,422,259,882,4.705497586,0.137888889,0.316666667,1,-0.2,0.137096914,0.517222222,1,0,0.016484848,0.361234758,0.552,0.066666667,0.003701272,0.572789322,0.696,0.486666667,0.366666667,0.466666667
38,"1200 Getty Center Dr, Los Angeles, CA 90049-1657","Spectacular museum boasts a most impressive collection by such luminaries as Van Gogh, Monet and Cezanne, along with the architectural triumph of its six buildings and gardens.",5,Yes ,-118.4751057,34.0790329,2-3 hours ,The Getty Center,13104407300,1,5,9418,502,USA,AZ,0.199203187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784,2046,538,223,1618,4.773602443,0.097738889,0.196666667,0.875,-0.25,0.1374,0.36,1,0,0.023801668,0.426617036,0.668571429,0.08,0.022092546,0.60661966,0.828571429,0.31,0.525,0.725
39,"5555 Hermann Park Dr, Houston, TX 77030-1718","This outstanding science museum has a spectacular collection of mineral specimens, a dinosaur skeleton, space-station models, a planetarium, IMAX theater and a six-story butterfly center in which these beautiful creatures land delicately on outstretched arms.",1,Yes ,-95.3892615,29.7215988,More than 3 hours ,The Houston Museum of Natural Science,17136394629,1,4.5,3070,261,USA,TN,0.383141762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,531,146,134,370,4.623906706,0.106582099,0.429444444,1,0,0.115054321,0.554444444,1,0,0.010035877,0.314462631,0.544897959,0.1425,0.007117104,0.511259176,0.65,0.375,0.31,0.755
40,"100 Raoul Wallenberg Plaza SW, Washington DC, DC 20024-2126",A memorial and museum detailing the rise of Hitler's Germany and the horrors of World War II.,8,,-77.0326078,38.8867068,,United States Holocaust Memorial Museum,202-488-0400,5,4.5,7031,398,USA,DC,1.256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,1548,467,294,830,4.705463951,0.151097095,0.093463203,0.6625,-1,0.14429423,0.470320106,1,0,0.019919328,0.153109668,0.37,-0.057142857,0.038426053,0.492582973,0.815,0,0,0
41,"300 Stewart Avenue, Las Vegas, NV 89101-2956",,3,,-115.1412426,36.1728147,2-3 hours ,The Mob Museum,17022292734,12,4.5,5115,447,USA,CA,2.684563758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,2363,312,120,926,4.525285481,0.082114853,0.300138889,0.8125,-0.075,0.076165432,0.429444444,1,0,0.027998985,0.206177335,0.5975,-0.1,0.021220879,0.46504853,0.796296296,0.25,,
42,"5905 Wilshire Blvd, Los Angeles, CA 90036-4597","Since its inception in 1965, the Los Angeles County Museum of Art (LACMA) has been devoted to collecting works of art that span both history and geography, in addition to representing Los Angeles's uniquely diverse population.",5,Yes ,-118.3588851,34.0637913,2-3 hours ,Los Angeles County Museum of Art,+1 323-857-6000,9,4.5,1855,502,USA,KY,1.792828685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,344,164,50,316,4.552845528,0.124320094,0.386428571,1,0,0.145640019,0.502747253,1,0,0.017226446,0.241272547,0.386688312,-0.100694444,0.014096217,0.491022208,0.685416667,0.25,0.375,1
43,"119 3rd Ave S, Nashville, TN 37201-2032","The Johnny Cash Museum features the world's largest collection of Johnny Cash artifacts and memorabilia in the world. Walk through the life of the Man in Black depicted in interactive exhibits, films and much more. We feature a Bongo Java Coffee Shop and Museum Cafe. Officially endorsed by the Cash Family. The museum recently received the coveted AAA GEM rating; the highest bestowed on an attraction. We are one of only six attractions in Nashville to have this distinction.",2,,-86.7758352,36.1608755,<1 hour ,The Johnny Cash Museum,+1 615-256-1777,8,4.5,3130,238,USA,AZ,3.361344538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,1294,177,116,575,4.546484505,0.181407937,0.439761905,1,0,0.13406358,0.312777778,1,0,0.037937442,0.356681097,0.725,-0.018333333,0.010978681,0.618448773,0.833333333,0.476666667,0.083333333,0.545833333
44,"9404 East Marginal Way South, Seattle, WA 98108-4046","Walk the aisle of JFK's Air Force One and climb aboard the West Coast's only Concorde. Revel in the history and heroics of WWI and WWII. Barrel-roll a Mustang, land on the moon, and soar over Puget Sound in a simulator. Experience the excitement of the space race and sit at the controls of the world's fastest jet. From the Wright brothers to the exploration of Mars, you'll find it at The Museum of Flight!",1,Yes ,-122.2966729,47.5182137,2-3 hours ,The Museum of Flight,1 2067645700,2,4.5,4356,423,USA,NY,0.472813239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,1053,264,191,555,4.724033359,0.079489506,0.246111111,1,0,0.12713071,0.338611111,1,0,0.009221661,0.327897447,0.464285714,0.15,0.006538527,0.507334577,0.655,0.397916667,0.25,0.7
45,"2201 N Field St, Dallas, TX 75201-1704",,3,,-96.8066158,32.7869275,,Perot Museum of Nature and Science,+1 214-428-5555,5,4.5,2242,224,USA,CA,2.232142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,370,97,89,290,4.48283968,0.064546875,0.34375,0.8,0,0.086802667,0.382,0.9,0,0.014911091,0.389771497,0.6375,0.25,0.020849729,0.50662987,0.7125,0.25,,
46,"2021 N Kinney Rd, Tucson, AZ 85743-9719","This renowned combination zoo, natural history museum, botanical garden and art gallery reflects the diverse flora and fauna of the Sonoran Desert, featuring wildlife such as coyotes, bears and mountain lions in their natural settings and two aviaries; one for hummingbirds and the other for varied desert birds.",0,,-111.1681062,32.2440117,More than 3 hours ,Arizona-Sonora Desert Museum,15208832702,1,5,5590,265,USA,MO,0.377358491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,1654,222,111,972,4.781070569,0.049809083,0.115873016,0.8,0,0.047053263,0.116507937,0.647619048,0,0.071690918,0.448117102,0.95,-0.033333333,0.037844144,0.622377673,1,0.32,0.01875,0.41875
